Provincias	Grupos de edad	Periodo	Total
29 Málaga	De 15 a 19 años	2016	7,63
29 Málaga	De 15 a 19 años	2015	7,71
29 Málaga	De 15 a 19 años	2014	8,36
29 Málaga	De 15 a 19 años	2013	9,43
29 Málaga	De 15 a 19 años	2012	9,6
29 Málaga	De 15 a 19 años	2011	10,18
29 Málaga	De 15 a 19 años	2010	11,57
29 Málaga	De 15 a 19 años	2009	11,85
29 Málaga	De 15 a 19 años	2008	15,48
29 Málaga	De 15 a 19 años	2007	15,55
29 Málaga	De 15 a 19 años	2006	16,08
29 Málaga	De 15 a 19 años	2005	14,92
29 Málaga	De 15 a 19 años	2004	14,8
29 Málaga	De 15 a 19 años	2003	13,01
29 Málaga	De 15 a 19 años	2002	12,91
29 Málaga	De 15 a 19 años	2001	13,21
29 Málaga	De 15 a 19 años	2000	12,73
29 Málaga	De 15 a 19 años	1999	11,93
29 Málaga	De 15 a 19 años	1998	10,48
29 Málaga	De 15 a 19 años	1997	9,51
29 Málaga	De 15 a 19 años	1996	9,19
29 Málaga	De 15 a 19 años	1995	10,38
29 Málaga	De 15 a 19 años	1994	10,16
29 Málaga	De 15 a 19 años	1993	11,38
29 Málaga	De 15 a 19 años	1992	12,17
29 Málaga	De 15 a 19 años	1991	13,49
29 Málaga	De 15 a 19 años	1990	14,71
29 Málaga	De 15 a 19 años	1989	16,12
29 Málaga	De 15 a 19 años	1988	20,87
29 Málaga	De 15 a 19 años	1987	21,39
29 Málaga	De 15 a 19 años	1986	23,06
29 Málaga	De 15 a 19 años	1985	25,21
29 Málaga	De 15 a 19 años	1984	25,73
29 Málaga	De 15 a 19 años	1983	27,99
29 Málaga	De 15 a 19 años	1982	29,2
29 Málaga	De 15 a 19 años	1981	28,66
29 Málaga	De 15 a 19 años	1980	29,49
29 Málaga	De 15 a 19 años	1979	31,84
29 Málaga	De 15 a 19 años	1978	31,84
29 Málaga	De 15 a 19 años	1977	32,48
29 Málaga	De 15 a 19 años	1976	31,31
29 Málaga	De 15 a 19 años	1975	30,03
29 Málaga	De 20 a 24 años	2023	21,21
29 Málaga	De 20 a 24 años	2022	20,73
29 Málaga	De 20 a 24 años	2021	21,23
29 Málaga	De 20 a 24 años	2020	24,93
29 Málaga	De 20 a 24 años	2019	26,22
29 Málaga	De 20 a 24 años	2018	25,76
29 Málaga	De 20 a 24 años	2017	27,74
29 Málaga	De 20 a 24 años	2016	28,78
29 Málaga	De 20 a 24 años	2015	29,56
29 Málaga	De 20 a 24 años	2014	33,23
29 Málaga	De 20 a 24 años	2013	31,76
29 Málaga	De 20 a 24 años	2012	34,9
29 Málaga	De 20 a 24 años	2011	36,44
29 Málaga	De 20 a 24 años	2010	40,34
29 Málaga	De 20 a 24 años	2009	39,43
29 Málaga	De 20 a 24 años	2008	45,16
29 Málaga	De 20 a 24 años	2007	41,85
29 Málaga	De 20 a 24 años	2006	41,6
29 Málaga	De 20 a 24 años	2005	38,91
29 Málaga	De 20 a 24 años	2004	36,86
29 Málaga	De 20 a 24 años	2003	36,16
29 Málaga	De 20 a 24 años	2002	32,94
29 Málaga	De 20 a 24 años	2001	31,89
29 Málaga	De 20 a 24 años	2000	29,59
29 Málaga	De 20 a 24 años	1999	29,05
29 Málaga	De 20 a 24 años	1998	29,17
29 Málaga	De 20 a 24 años	1997	29,82
29 Málaga	De 20 a 24 años	1996	31,22
29 Málaga	De 20 a 24 años	1995	33,39
29 Málaga	De 20 a 24 años	1994	38,44
29 Málaga	De 20 a 24 años	1993	43,81
29 Málaga	De 20 a 24 años	1992	49,92
29 Málaga	De 20 a 24 años	1991	57,98
29 Málaga	De 20 a 24 años	1990	58,47
29 Málaga	De 20 a 24 años	1989	61,54
29 Málaga	De 20 a 24 años	1988	70,36
29 Málaga	De 20 a 24 años	1987	75,22
29 Málaga	De 20 a 24 años	1986	80,22
29 Málaga	De 20 a 24 años	1985	88,97
29 Málaga	De 20 a 24 años	1984	96,36
29 Málaga	De 20 a 24 años	1983	103,54
29 Málaga	De 20 a 24 años	1982	112,83
29 Málaga	De 20 a 24 años	1981	122,32
29 Málaga	De 20 a 24 años	1980	128,93
29 Málaga	De 20 a 24 años	1979	133,49
29 Málaga	De 20 a 24 años	1978	138,29
29 Málaga	De 20 a 24 años	1977	142,64
29 Málaga	De 20 a 24 años	1976	147,58
29 Málaga	De 20 a 24 años	1975	142,4
29 Málaga	De 25 a 29 años	2023	45,17
29 Málaga	De 25 a 29 años	2022	46,4
29 Málaga	De 25 a 29 años	2021	51,31
29 Málaga	De 25 a 29 años	2020	53,19
29 Málaga	De 25 a 29 años	2019	56,54
29 Málaga	De 25 a 29 años	2018	59,51
29 Málaga	De 25 a 29 años	2017	62,01
29 Málaga	De 25 a 29 años	2016	64,68
29 Málaga	De 25 a 29 años	2015	66
29 Málaga	De 25 a 29 años	2014	65,37
29 Málaga	De 25 a 29 años	2013	62,4
29 Málaga	De 25 a 29 años	2012	67,36
29 Málaga	De 25 a 29 años	2011	68,9
29 Málaga	De 25 a 29 años	2010	70,94
29 Málaga	De 25 a 29 años	2009	71,38
29 Málaga	De 25 a 29 años	2008	77,1
29 Málaga	De 25 a 29 años	2007	75,4
29 Málaga	De 25 a 29 años	2006	74,68
29 Málaga	De 25 a 29 años	2005	73,03
29 Málaga	De 25 a 29 años	2004	75,93
29 Málaga	De 25 a 29 años	2003	75,66
29 Málaga	De 25 a 29 años	2002	72,86
29 Málaga	De 25 a 29 años	2001	74,74
29 Málaga	De 25 a 29 años	2000	76,42
29 Málaga	De 25 a 29 años	1999	74,21
29 Málaga	De 25 a 29 años	1998	73,57
29 Málaga	De 25 a 29 años	1997	82,16
29 Málaga	De 25 a 29 años	1996	83,92
29 Málaga	De 25 a 29 años	1995	89,15
29 Málaga	De 25 a 29 años	1994	91,57
29 Málaga	De 25 a 29 años	1993	99,97
29 Málaga	De 25 a 29 años	1992	107,38
29 Málaga	De 25 a 29 años	1991	107,69
29 Málaga	De 25 a 29 años	1990	106,24
29 Málaga	De 25 a 29 años	1989	104,41
29 Málaga	De 25 a 29 años	1988	112,69
29 Málaga	De 25 a 29 años	1987	117,58
29 Málaga	De 25 a 29 años	1986	120,75
29 Málaga	De 25 a 29 años	1985	125,6
29 Málaga	De 25 a 29 años	1984	135,29
29 Málaga	De 25 a 29 años	1983	137,52
29 Málaga	De 25 a 29 años	1982	151,09
29 Málaga	De 25 a 29 años	1981	150,23
29 Málaga	De 25 a 29 años	1980	159,99
29 Málaga	De 25 a 29 años	1979	164,03
29 Málaga	De 25 a 29 años	1978	178,36
29 Málaga	De 25 a 29 años	1977	182,1
29 Málaga	De 25 a 29 años	1976	195,47
29 Málaga	De 25 a 29 años	1975	198,63
29 Málaga	De 30 a 34 años	2023	73,89
29 Málaga	De 30 a 34 años	2022	76,66
29 Málaga	De 30 a 34 años	2021	79,87
29 Málaga	De 30 a 34 años	2020	77,29
29 Málaga	De 30 a 34 años	2019	82,09
29 Málaga	De 30 a 34 años	2018	83,14
29 Málaga	De 30 a 34 años	2017	88,98
29 Málaga	De 30 a 34 años	2016	88,82
29 Málaga	De 30 a 34 años	2015	89,06
29 Málaga	De 30 a 34 años	2014	89,48
29 Málaga	De 30 a 34 años	2013	89,41
29 Málaga	De 30 a 34 años	2012	91,82
29 Málaga	De 30 a 34 años	2011	94,33
29 Málaga	De 30 a 34 años	2010	95,83
29 Málaga	De 30 a 34 años	2009	96,81
29 Málaga	De 30 a 34 años	2008	103,39
29 Málaga	De 30 a 34 años	2007	100
29 Málaga	De 30 a 34 años	2006	103,98
29 Málaga	De 30 a 34 años	2005	105,73
29 Málaga	De 30 a 34 años	2004	103,34
29 Málaga	De 30 a 34 años	2003	100,33
29 Málaga	De 30 a 34 años	2002	98,35
29 Málaga	De 30 a 34 años	2001	97,98
29 Málaga	De 30 a 34 años	2000	94,54
29 Málaga	De 30 a 34 años	1999	91,38
29 Málaga	De 30 a 34 años	1998	85,73
29 Málaga	De 30 a 34 años	1997	88,78
29 Málaga	De 30 a 34 años	1996	85,29
29 Málaga	De 30 a 34 años	1995	81,51
29 Málaga	De 30 a 34 años	1994	80,87
29 Málaga	De 30 a 34 años	1993	83,22
29 Málaga	De 30 a 34 años	1992	80,63
29 Málaga	De 30 a 34 años	1991	78,69
29 Málaga	De 30 a 34 años	1990	76,92
29 Málaga	De 30 a 34 años	1989	73,23
29 Málaga	De 30 a 34 años	1988	77,95
29 Málaga	De 30 a 34 años	1987	80,06
29 Málaga	De 30 a 34 años	1986	77,96
29 Málaga	De 30 a 34 años	1985	83,31
29 Málaga	De 30 a 34 años	1984	88,93
29 Málaga	De 30 a 34 años	1983	96,45
29 Málaga	De 30 a 34 años	1982	99,61
29 Málaga	De 30 a 34 años	1981	97,12
29 Málaga	De 30 a 34 años	1980	102,35
29 Málaga	De 30 a 34 años	1979	109,65
29 Málaga	De 30 a 34 años	1978	115,62
29 Málaga	De 30 a 34 años	1977	124,95
29 Málaga	De 30 a 34 años	1976	127,86
29 Málaga	De 30 a 34 años	1975	133,45
29 Málaga	De 35 a 39 años	2023	54,04
29 Málaga	De 35 a 39 años	2022	58,26
29 Málaga	De 35 a 39 años	2021	59,42
29 Málaga	De 35 a 39 años	2020	56,37
29 Málaga	De 35 a 39 años	2019	57,58
29 Málaga	De 35 a 39 años	2018	58,18
29 Málaga	De 35 a 39 años	2017	59,13
29 Málaga	De 35 a 39 años	2016	61,53
29 Málaga	De 35 a 39 años	2015	60,3
29 Málaga	De 35 a 39 años	2014	59,73
29 Málaga	De 35 a 39 años	2013	56,62
29 Málaga	De 35 a 39 años	2012	59,65
29 Málaga	De 35 a 39 años	2011	58,9
29 Málaga	De 35 a 39 años	2010	56,88
29 Málaga	De 35 a 39 años	2009	58,13
29 Málaga	De 35 a 39 años	2008	56,53
29 Málaga	De 35 a 39 años	2007	57,47
29 Málaga	De 35 a 39 años	2006	54,92
29 Málaga	De 35 a 39 años	2005	50,95
29 Málaga	De 35 a 39 años	2004	49,82
29 Málaga	De 35 a 39 años	2003	49,45
29 Málaga	De 35 a 39 años	2002	44,23
29 Málaga	De 35 a 39 años	2001	43,47
29 Málaga	De 35 a 39 años	2000	41,78
29 Málaga	De 35 a 39 años	1999	39,82
29 Málaga	De 35 a 39 años	1998	36,58
29 Málaga	De 35 a 39 años	1997	33,94
29 Málaga	De 35 a 39 años	1996	32,94
29 Málaga	De 35 a 39 años	1995	32,38
29 Málaga	De 35 a 39 años	1994	32,24
29 Málaga	De 35 a 39 años	1993	30,95
29 Málaga	De 35 a 39 años	1992	33,7
29 Málaga	De 35 a 39 años	1991	29,4
29 Málaga	De 35 a 39 años	1990	29,8
29 Málaga	De 35 a 39 años	1989	27,06
29 Málaga	De 35 a 39 años	1988	32,93
29 Málaga	De 35 a 39 años	1987	35,51
29 Málaga	De 35 a 39 años	1986	37,36
29 Málaga	De 35 a 39 años	1985	40,36
29 Málaga	De 35 a 39 años	1984	45,01
29 Málaga	De 35 a 39 años	1983	47,22
29 Málaga	De 35 a 39 años	1982	50,27
29 Málaga	De 35 a 39 años	1981	52,55
29 Málaga	De 35 a 39 años	1980	53,36
29 Málaga	De 35 a 39 años	1979	55,56
29 Málaga	De 35 a 39 años	1978	64,08
29 Málaga	De 35 a 39 años	1977	66,09
29 Málaga	De 35 a 39 años	1976	71,65
29 Málaga	De 35 a 39 años	1975	76,49
29 Málaga	De 40 a 44 años	2023	14,88
29 Málaga	De 40 a 44 años	2022	15,88
29 Málaga	De 40 a 44 años	2021	15,69
29 Málaga	De 40 a 44 años	2020	14,68
29 Málaga	De 40 a 44 años	2019	15,51
29 Málaga	De 40 a 44 años	2018	14,69
29 Málaga	De 40 a 44 años	2017	15,75
29 Málaga	De 40 a 44 años	2016	14,96
29 Málaga	De 40 a 44 años	2015	14,39
29 Málaga	De 40 a 44 años	2014	13,96
29 Málaga	De 40 a 44 años	2013	12,93
29 Málaga	De 40 a 44 años	2012	13,39
29 Málaga	De 40 a 44 años	2011	13,03
29 Málaga	De 40 a 44 años	2010	11,15
29 Málaga	De 40 a 44 años	2009	11,1
29 Málaga	De 40 a 44 años	2008	11,42
29 Málaga	De 40 a 44 años	2007	10,46
29 Málaga	De 40 a 44 años	2006	9,59
29 Málaga	De 40 a 44 años	2005	8,98
29 Málaga	De 40 a 44 años	2004	9,32
29 Málaga	De 40 a 44 años	2003	8,39
29 Málaga	De 40 a 44 años	2002	7,14
29 Málaga	De 40 a 44 años	2001	6,79
29 Málaga	De 40 a 44 años	2000	7,03
29 Málaga	De 40 a 44 años	1999	6,53
29 Málaga	De 40 a 44 años	1998	6,94
29 Málaga	De 40 a 44 años	1997	6,11
29 Málaga	De 40 a 44 años	1996	6,32
29 Málaga	De 40 a 44 años	1995	6,83
29 Málaga	De 40 a 44 años	1994	5,65
29 Málaga	De 40 a 44 años	1993	6,45
29 Málaga	De 40 a 44 años	1992	7,15
29 Málaga	De 40 a 44 años	1991	6,94
29 Málaga	De 40 a 44 años	1990	6,88
29 Málaga	De 40 a 44 años	1989	8,35
29 Málaga	De 40 a 44 años	1988	8,66
29 Málaga	De 40 a 44 años	1987	10,42
29 Málaga	De 40 a 44 años	1986	12,16
29 Málaga	De 40 a 44 años	1985	11,75
29 Málaga	De 40 a 44 años	1984	13,01
29 Málaga	De 40 a 44 años	1983	14,58
29 Málaga	De 40 a 44 años	1982	16,97
29 Málaga	De 40 a 44 años	1981	17,25
29 Málaga	De 40 a 44 años	1980	17,35
29 Málaga	De 40 a 44 años	1979	19,4
29 Málaga	De 40 a 44 años	1978	22,24
29 Málaga	De 40 a 44 años	1977	23,11
29 Málaga	De 40 a 44 años	1976	22,69
29 Málaga	De 40 a 44 años	1975	28,94
29 Málaga	De 45 a 49 años	2023	1,59
29 Málaga	De 45 a 49 años	2022	1,52
29 Málaga	De 45 a 49 años	2021	1,55
29 Málaga	De 45 a 49 años	2020	1,32
29 Málaga	De 45 a 49 años	2019	1,38
29 Málaga	De 45 a 49 años	2018	1,27
29 Málaga	De 45 a 49 años	2017	1,3
29 Málaga	De 45 a 49 años	2016	1,18
29 Málaga	De 45 a 49 años	2015	1,28
29 Málaga	De 45 a 49 años	2014	1,12
29 Málaga	De 45 a 49 años	2013	1,05
29 Málaga	De 45 a 49 años	2012	0,97
29 Málaga	De 45 a 49 años	2011	0,94
29 Málaga	De 45 a 49 años	2010	0,75
29 Málaga	De 45 a 49 años	2009	1,05
29 Málaga	De 45 a 49 años	2008	0,87
29 Málaga	De 45 a 49 años	2007	0,57
29 Málaga	De 45 a 49 años	2006	0,56
29 Málaga	De 45 a 49 años	2005	0,48
29 Málaga	De 45 a 49 años	2004	0,36
29 Málaga	De 45 a 49 años	2003	0,36
29 Málaga	De 45 a 49 años	2002	0,4
29 Málaga	De 45 a 49 años	2001	0,3
29 Málaga	De 45 a 49 años	2000	0,31
29 Málaga	De 45 a 49 años	1999	0,29
29 Málaga	De 45 a 49 años	1998	0,32
29 Málaga	De 45 a 49 años	1997	0,33
29 Málaga	De 45 a 49 años	1996	0,19
29 Málaga	De 45 a 49 años	1995	0,17
29 Málaga	De 45 a 49 años	1994	0,53
29 Málaga	De 45 a 49 años	1993	0,26
29 Málaga	De 45 a 49 años	1992	0,29
29 Málaga	De 45 a 49 años	1991	0,4
29 Málaga	De 45 a 49 años	1990	0,61
29 Málaga	De 45 a 49 años	1989	0,67
29 Málaga	De 45 a 49 años	1988	0,63
29 Málaga	De 45 a 49 años	1987	1,04
29 Málaga	De 45 a 49 años	1986	0,84
29 Málaga	De 45 a 49 años	1985	0,73
29 Málaga	De 45 a 49 años	1984	1
29 Málaga	De 45 a 49 años	1983	1,31
29 Málaga	De 45 a 49 años	1982	1,28
29 Málaga	De 45 a 49 años	1981	1,6
29 Málaga	De 45 a 49 años	1980	1,86
29 Málaga	De 45 a 49 años	1979	1,48
29 Málaga	De 45 a 49 años	1978	1,45
29 Málaga	De 45 a 49 años	1977	1,36
29 Málaga	De 45 a 49 años	1976	2,08
29 Málaga	De 45 a 49 años	1975	2,69
29 Málaga	50 y más años	2023	0,68
29 Málaga	50 y más años	2022	1,05
29 Málaga	50 y más años	2021	0,8
29 Málaga	50 y más años	2020	0,74
29 Málaga	50 y más años	2019	0,6
29 Málaga	50 y más años	2018	0,53
29 Málaga	50 y más años	2017	0,68
29 Málaga	50 y más años	2016	0,16
29 Málaga	50 y más años	2015	0,46
29 Málaga	50 y más años	2014	0,55
29 Málaga	50 y más años	2013	0,33
29 Málaga	50 y más años	2012	0,26
29 Málaga	50 y más años	2011	0,45
29 Málaga	50 y más años	2010	0,18
29 Málaga	50 y más años	2009	0,65
29 Málaga	50 y más años	2008	0,29
29 Málaga	50 y más años	2007	0,1
29 Málaga	50 y más años	2006	0,22
29 Málaga	50 y más años	2005	0
29 Málaga	50 y más años	2004	0,47
29 Málaga	50 y más años	2003	0,24
29 Málaga	50 y más años	2002	0,13
29 Málaga	50 y más años	2001	0,14
29 Málaga	50 y más años	2000	0
29 Málaga	50 y más años	1999	0,26
29 Málaga	50 y más años	1998	0
29 Málaga	50 y más años	1997	0
29 Málaga	50 y más años	1996	0
29 Málaga	50 y más años	1995	0,14
29 Málaga	50 y más años	1994	0
29 Málaga	50 y más años	1993	0,46
29 Málaga	50 y más años	1992	0
29 Málaga	50 y más años	1991	0
29 Málaga	50 y más años	1990	0,35
29 Málaga	50 y más años	1989	0,58
29 Málaga	50 y más años	1988	0,7
29 Málaga	50 y más años	1987	0,32
29 Málaga	50 y más años	1986	0,49
29 Málaga	50 y más años	1985	0,33
29 Málaga	50 y más años	1984	0,66
29 Málaga	50 y más años	1983	0,32
29 Málaga	50 y más años	1982	0,16
29 Málaga	50 y más años	1981	0,16
29 Málaga	50 y más años	1980	1,02
29 Málaga	50 y más años	1979	0,18
29 Málaga	50 y más años	1978	1,11
29 Málaga	50 y más años	1977	0,19
29 Málaga	50 y más años	1976	0,56
29 Málaga	50 y más años	1975	1,15
30 Murcia	De 10 a 14 años	2023	0,04
30 Murcia	De 10 a 14 años	2022	0,02
30 Murcia	De 10 a 14 años	2021	0,11
30 Murcia	De 10 a 14 años	2020	0,02
30 Murcia	De 10 a 14 años	2019	0,14
30 Murcia	De 10 a 14 años	2018	0,14
30 Murcia	De 10 a 14 años	2017	0,09
30 Murcia	De 10 a 14 años	2016	0,24
30 Murcia	De 10 a 14 años	2015	0,19
30 Murcia	De 10 a 14 años	2014	0,22
30 Murcia	De 10 a 14 años	2013	0,2
30 Murcia	De 10 a 14 años	2012	0,15
30 Murcia	De 10 a 14 años	2011	0,23
30 Murcia	De 10 a 14 años	2010	0,18
30 Murcia	De 10 a 14 años	2009	0,24
30 Murcia	De 10 a 14 años	2008	0,3
30 Murcia	De 10 a 14 años	2007	0,35
30 Murcia	De 10 a 14 años	2006	0,47
30 Murcia	De 10 a 14 años	2005	0,47
30 Murcia	De 10 a 14 años	2004	0,14
30 Murcia	De 10 a 14 años	2003	0,3
30 Murcia	De 10 a 14 años	2002	0,11
30 Murcia	De 10 a 14 años	2001	0,17
30 Murcia	De 10 a 14 años	2000	0,14
30 Murcia	De 10 a 14 años	1999	0,2
30 Murcia	De 10 a 14 años	1998	0,11
30 Murcia	De 10 a 14 años	1997	0,22
30 Murcia	De 10 a 14 años	1996	0,16
30 Murcia	De 10 a 14 años	1995	0,05
30 Murcia	De 10 a 14 años	1994	0,17
30 Murcia	De 10 a 14 años	1993	0,21
30 Murcia	De 10 a 14 años	1992	0,16
30 Murcia	De 10 a 14 años	1991	0,27
30 Murcia	De 10 a 14 años	1990	0,17
30 Murcia	De 10 a 14 años	1989	0,28
30 Murcia	De 10 a 14 años	1988	0,17
30 Murcia	De 10 a 14 años	1987	0,09
30 Murcia	De 10 a 14 años	1986	0,11
30 Murcia	De 10 a 14 años	1985	0,19
30 Murcia	De 10 a 14 años	1984	0,35
30 Murcia	De 10 a 14 años	1983	0,42
30 Murcia	De 10 a 14 años	1982	0,33
30 Murcia	De 10 a 14 años	1981	0,58
30 Murcia	De 10 a 14 años	1980	0,47
30 Murcia	De 10 a 14 años	1979	0,49
30 Murcia	De 10 a 14 años	1978	0,58
30 Murcia	De 10 a 14 años	1977	0,36
30 Murcia	De 10 a 14 años	1976	0,51
30 Murcia	De 10 a 14 años	1975	0,35
30 Murcia	De 15 a 19 años	2023	6,51
30 Murcia	De 15 a 19 años	2022	7,15
30 Murcia	De 15 a 19 años	2021	7,67
30 Murcia	De 15 a 19 años	2020	9,4
30 Murcia	De 15 a 19 años	2019	9,6
30 Murcia	De 15 a 19 años	2018	10,59
30 Murcia	De 15 a 19 años	2017	12,75
30 Murcia	De 15 a 19 años	2016	10,98
30 Murcia	De 15 a 19 años	2015	12,03
30 Murcia	De 15 a 19 años	2014	13,47
30 Murcia	De 15 a 19 años	2013	12,49
30 Murcia	De 15 a 19 años	2012	13,62
30 Murcia	De 15 a 19 años	2011	15,02
30 Murcia	De 15 a 19 años	2010	15,54
30 Murcia	De 15 a 19 años	2009	18,24
30 Murcia	De 15 a 19 años	2008	19,95
30 Murcia	De 15 a 19 años	2007	21,33
30 Murcia	De 15 a 19 años	2006	18,34
30 Murcia	De 15 a 19 años	2005	18,88
30 Murcia	De 15 a 19 años	2004	18,01
30 Murcia	De 15 a 19 años	2003	19,14
30 Murcia	De 15 a 19 años	2002	16,24
30 Murcia	De 15 a 19 años	2001	18,3
30 Murcia	De 15 a 19 años	2000	14,45
30 Murcia	De 15 a 19 años	1999	13,63
30 Murcia	De 15 a 19 años	1998	12,87
30 Murcia	De 15 a 19 años	1997	12,94
30 Murcia	De 15 a 19 años	1996	12,32
30 Murcia	De 15 a 19 años	1995	12,16
30 Murcia	De 15 a 19 años	1994	12,9
30 Murcia	De 15 a 19 años	1993	14,32
30 Murcia	De 15 a 19 años	1992	16,01
30 Murcia	De 15 a 19 años	1991	18,16
30 Murcia	De 15 a 19 años	1990	18,63
30 Murcia	De 15 a 19 años	1989	20,8
30 Murcia	De 15 a 19 años	1988	23,48
30 Murcia	De 15 a 19 años	1987	23,17
30 Murcia	De 15 a 19 años	1986	24,3
30 Murcia	De 15 a 19 años	1985	24,95
30 Murcia	De 15 a 19 años	1984	27,12
30 Murcia	De 15 a 19 años	1983	28,13
30 Murcia	De 15 a 19 años	1982	29,47
30 Murcia	De 15 a 19 años	1981	33,28
30 Murcia	De 15 a 19 años	1980	37,3
30 Murcia	De 15 a 19 años	1979	38,39
30 Murcia	De 15 a 19 años	1978	38,62
30 Murcia	De 15 a 19 años	1977	38,76
30 Murcia	De 15 a 19 años	1976	37,44
30 Murcia	De 15 a 19 años	1975	33,96
30 Murcia	De 20 a 24 años	2023	28,76
30 Murcia	De 20 a 24 años	2022	33,05
30 Murcia	De 20 a 24 años	2021	31,86
30 Murcia	De 20 a 24 años	2020	34,62
30 Murcia	De 20 a 24 años	2019	35,66
30 Murcia	De 20 a 24 años	2018	37,32
30 Murcia	De 20 a 24 años	2017	36,61
30 Murcia	De 20 a 24 años	2016	39,07
30 Murcia	De 20 a 24 años	2015	38,09
30 Murcia	De 20 a 24 años	2014	38,05
30 Murcia	De 20 a 24 años	2013	38,32
30 Murcia	De 20 a 24 años	2012	41,53
30 Murcia	De 20 a 24 años	2011	42,04
30 Murcia	De 20 a 24 años	2010	45,42
30 Murcia	De 20 a 24 años	2009	47,3
30 Murcia	De 20 a 24 años	2008	52,76
30 Murcia	De 20 a 24 años	2007	49,18
30 Murcia	De 20 a 24 años	2006	47,47
30 Murcia	De 20 a 24 años	2005	45,84
30 Murcia	De 20 a 24 años	2004	44,51
30 Murcia	De 20 a 24 años	2003	45,23
30 Murcia	De 20 a 24 años	2002	43,46
30 Murcia	De 20 a 24 años	2001	40,21
30 Murcia	De 20 a 24 años	2000	35,79
30 Murcia	De 20 a 24 años	1999	33,35
30 Murcia	De 20 a 24 años	1998	31,49
30 Murcia	De 20 a 24 años	1997	32,54
30 Murcia	De 20 a 24 años	1996	32,71
30 Murcia	De 20 a 24 años	1995	37,8
30 Murcia	De 20 a 24 años	1994	40,89
30 Murcia	De 20 a 24 años	1993	48,15
30 Murcia	De 20 a 24 años	1992	54,91
30 Murcia	De 20 a 24 años	1991	62,45
30 Murcia	De 20 a 24 años	1990	68,96
30 Murcia	De 20 a 24 años	1989	71,46
30 Murcia	De 20 a 24 años	1988	77,06
30 Murcia	De 20 a 24 años	1987	80,86
30 Murcia	De 20 a 24 años	1986	83,88
30 Murcia	De 20 a 24 años	1985	91,9
30 Murcia	De 20 a 24 años	1984	101,12
30 Murcia	De 20 a 24 años	1983	109,76
30 Murcia	De 20 a 24 años	1982	128,3
30 Murcia	De 20 a 24 años	1981	138,34
30 Murcia	De 20 a 24 años	1980	152,03
30 Murcia	De 20 a 24 años	1979	163,53
30 Murcia	De 20 a 24 años	1978	166,1
30 Murcia	De 20 a 24 años	1977	170,49
30 Murcia	De 20 a 24 años	1976	173,31
30 Murcia	De 20 a 24 años	1975	156,21
30 Murcia	De 25 a 29 años	2023	61,49
30 Murcia	De 25 a 29 años	2022	62,02
30 Murcia	De 25 a 29 años	2021	65,62
30 Murcia	De 25 a 29 años	2020	64,72
30 Murcia	De 25 a 29 años	2019	66,29
30 Murcia	De 25 a 29 años	2018	70,79
30 Murcia	De 25 a 29 años	2017	70,32
30 Murcia	De 25 a 29 años	2016	73,44
30 Murcia	De 25 a 29 años	2015	72,94
30 Murcia	De 25 a 29 años	2014	72,29
30 Murcia	De 25 a 29 años	2013	71,13
30 Murcia	De 25 a 29 años	2012	70,9
30 Murcia	De 25 a 29 años	2011	75,7
30 Murcia	De 25 a 29 años	2010	76,05
30 Murcia	De 25 a 29 años	2009	79,66
30 Murcia	De 25 a 29 años	2008	83,02
30 Murcia	De 25 a 29 años	2007	81,23
30 Murcia	De 25 a 29 años	2006	78,34
30 Murcia	De 25 a 29 años	2005	78,33
30 Murcia	De 25 a 29 años	2004	78,19
30 Murcia	De 25 a 29 años	2003	80,27
30 Murcia	De 25 a 29 años	2002	80,46
30 Murcia	De 25 a 29 años	2001	81,74
30 Murcia	De 25 a 29 años	2000	83,49
30 Murcia	De 25 a 29 años	1999	77,2
30 Murcia	De 25 a 29 años	1998	80,93
30 Murcia	De 25 a 29 años	1997	86,82
30 Murcia	De 25 a 29 años	1996	91,25
30 Murcia	De 25 a 29 años	1995	97,64
30 Murcia	De 25 a 29 años	1994	100,11
30 Murcia	De 25 a 29 años	1993	113,53
30 Murcia	De 25 a 29 años	1992	119,18
30 Murcia	De 25 a 29 años	1991	121,85
30 Murcia	De 25 a 29 años	1990	122,07
30 Murcia	De 25 a 29 años	1989	128,5
30 Murcia	De 25 a 29 años	1988	128,51
